Entry,split,status,path
P43524,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P43524.pdb
Q9P6Y2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9P6Y2.pdb
Q8TFH7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8TFH7.pdb
Q8BMZ5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8BMZ5.pdb
Q59119,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q59119.pdb
Q03101,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q03101.pdb
P39707,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P39707.pdb
Q553Y7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q553Y7.pdb
Q9XU42,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9XU42.pdb
Q8RWY7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8RWY7.pdb
Q8L870,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8L870.pdb
A3KPF5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A3KPF5.pdb
P34791,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P34791.pdb
P40557,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P40557.pdb
A1A6M1,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A1A6M1.pdb
Q84FH6,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q84FH6.pdb
A0QU81,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A0QU81.pdb
P0A9L5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P0A9L5.pdb
Q8Y220,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8Y220.pdb
Q19267,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q19267.pdb
Q5UR49,train,no_entry,
A0A0D1DWQ2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A0A0D1DWQ2.pdb
P42517,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P42517.pdb
A0QPN2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A0QPN2.pdb
P34534,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P34534.pdb
Q8ZVM0,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8ZVM0.pdb
P23179,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P23179.pdb
Q9YFQ8,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9YFQ8.pdb
O18017,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O18017.pdb
P75438,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P75438.pdb
Q11HB8,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q11HB8.pdb
A4SGY3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A4SGY3.pdb
Q0VMA8,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q0VMA8.pdb
Q8XJU2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8XJU2.pdb
Q5SHZ3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q5SHZ3.pdb
Q2RJD5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q2RJD5.pdb
A5GRJ7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A5GRJ7.pdb
P0A1F0,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P0A1F0.pdb
P47330,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P47330.pdb
Q31G65,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q31G65.pdb
O20163,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O20163.pdb
Q2EEX9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q2EEX9.pdb
Q6MLD2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q6MLD2.pdb
Q4FMW8,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q4FMW8.pdb
Q9Z913,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9Z913.pdb
P00969,train,no_entry,
Q5V1K0,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q5V1K0.pdb
Q50983,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q50983.pdb
Q17VI1,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q17VI1.pdb
P00971,train,no_entry,
Q97AJ4,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q97AJ4.pdb
Q7UGJ6,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q7UGJ6.pdb
Q9I1X7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9I1X7.pdb
Q0WL81,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q0WL81.pdb
P35970,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P35970.pdb
P86926,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P86926.pdb
A0R3R7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A0R3R7.pdb
Q10313,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q10313.pdb
O99824,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O99824.pdb
O99827,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O99827.pdb
Q0H8X1,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q0H8X1.pdb
P00163,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P00163.pdb
P15878,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P15878.pdb
P48928,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P48928.pdb
O59680,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O59680.pdb
Q09154,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q09154.pdb
Q8NNK3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8NNK3.pdb
P24891,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P24891.pdb
P05489,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P05489.pdb
Q1Q7Z7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q1Q7Z7.pdb
O84282,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O84282.pdb
Q9CLA9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9CLA9.pdb
P24013,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P24013.pdb
P08746,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P08746.pdb
P62019,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P62019.pdb
P14571,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P14571.pdb
Q21Z99,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q21Z99.pdb
Q823P5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q823P5.pdb
Q5UQV6,test,no_entry,
Q8PU58,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8PU58.pdb
A2BQ15,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A2BQ15.pdb
Q6BTC8,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q6BTC8.pdb
A0A0H2XEA6,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A0A0H2XEA6.pdb
Q6LWZ3,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q6LWZ3.pdb
Q5SVQ0,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q5SVQ0.pdb
P0DOY1,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P0DOY1.pdb
O46310,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O46310.pdb
Q9KTE4,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9KTE4.pdb
Q8IRW8,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8IRW8.pdb
Q09956,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q09956.pdb
O74831,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O74831.pdb
A0LL58,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A0LL58.pdb
Q5AD07,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q5AD07.pdb
Q12006,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q12006.pdb
P39421,test,no_entry,
Q42868,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q42868.pdb
Q9ZVX1,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9ZVX1.pdb
Q810L3,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q810L3.pdb
Q9W5D4,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9W5D4.pdb
Q84RQ8,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q84RQ8.pdb
O64792,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O64792.pdb
Q69ZR2,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q69ZR2.pdb
P40582,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P40582.pdb
P03177,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P03177.pdb
Q8SQY7,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8SQY7.pdb
Q12866,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q12866.pdb
P18160,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P18160.pdb
O25533,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O25533.pdb
A6LRL7,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A6LRL7.pdb
B4JHJ7,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\B4JHJ7.pdb
O61069,test,no_entry,
Q54R82,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q54R82.pdb
Q54YH4,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q54YH4.pdb
Q67653,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q67653.pdb
Q9VD44,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9VD44.pdb
Q57606,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q57606.pdb
Q8R753,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8R753.pdb
Q8LKW0,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8LKW0.pdb
Q20EX3,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q20EX3.pdb
Q9HCN3,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9HCN3.pdb
B8GZM2,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\B8GZM2.pdb
Q53547,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q53547.pdb
A1A005,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A1A005.pdb
B1AJ41,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\B1AJ41.pdb
P42494,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P42494.pdb
Q93V61,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q93V61.pdb
P73335,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P73335.pdb
Q9P8W0,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9P8W0.pdb
G5EC44,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\G5EC44.pdb
A3MTK6,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A3MTK6.pdb
A0L6H5,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A0L6H5.pdb
Q8VYU4,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8VYU4.pdb
Q07606,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q07606.pdb
Q9C103,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9C103.pdb
O01326,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O01326.pdb
Q5UPY1,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q5UPY1.pdb
Q91YE9,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q91YE9.pdb
B5EGY0,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\B5EGY0.pdb
Q7NA60,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q7NA60.pdb
Q501F9,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q501F9.pdb
P40399,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P40399.pdb
Q38924,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q38924.pdb
Q84JU4,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q84JU4.pdb
Q10916,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q10916.pdb
Q9ZCD8,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9ZCD8.pdb
Q9HX69,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9HX69.pdb
P09961,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P09961.pdb
P31206,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P31206.pdb
B4HEM4,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\B4HEM4.pdb
Q556F2,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q556F2.pdb
A5FB63,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A5FB63.pdb
Q97U94,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q97U94.pdb
A1CE56,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A1CE56.pdb
P26831,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P26831.pdb
P50694,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P50694.pdb
Q22492,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q22492.pdb
P23031,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P23031.pdb
Q05622,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q05622.pdb
Q5W6G0,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q5W6G0.pdb
P84786,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P84786.pdb
P59206,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P59206.pdb
Q6ZQ93,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q6ZQ93.pdb
G8SD34,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\G8SD34.pdb
Q8GJ44,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8GJ44.pdb
Q9S2X7,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9S2X7.pdb
Q14674,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q14674.pdb
L7N653,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\L7N653.pdb
P52341,test,no_entry,
Q695T8,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q695T8.pdb
Q02959,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q02959.pdb
Q58549,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q58549.pdb
P18539,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P18539.pdb
Q18680,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q18680.pdb
Q6QGE7,test,no_entry,
Q2QYE1,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q2QYE1.pdb
A1VYL9,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A1VYL9.pdb
Q99N23,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q99N23.pdb
Q06VC2,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q06VC2.pdb
Q52087,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q52087.pdb
Q9YEK1,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9YEK1.pdb
P39145,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P39145.pdb
Q971Z6,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q971Z6.pdb
E9AE57,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\E9AE57.pdb
Q76EC9,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q76EC9.pdb
P39049,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P39049.pdb
Q166H0,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q166H0.pdb
C1D538,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\C1D538.pdb
Q58819,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q58819.pdb
Q19187,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q19187.pdb
Q8C0T9,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8C0T9.pdb
A0A5B8NIM2,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A0A5B8NIM2.pdb
Q9H3N1,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9H3N1.pdb
A9BJK2,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A9BJK2.pdb
P77966,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P77966.pdb
Q6KIG6,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q6KIG6.pdb
Q8NFZ0,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8NFZ0.pdb
A1WYU0,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A1WYU0.pdb
Q8RBK1,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8RBK1.pdb
P49915,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P49915.pdb
Q18HT7,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q18HT7.pdb
P10329,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P10329.pdb
Q5PR55,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q5PR55.pdb
P82543,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P82543.pdb
O69583,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O69583.pdb
A8AC29,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A8AC29.pdb
Q824Y6,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q824Y6.pdb
