Entry,split,status,path
O24926,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O24926.pdb
Q3Z8V0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q3Z8V0.pdb
Q9REF4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9REF4.pdb
Q885J3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q885J3.pdb
Q494E6,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q494E6.pdb
Q2W4S6,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q2W4S6.pdb
Q983B0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q983B0.pdb
P26239,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P26239.pdb
Q9SJE1,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9SJE1.pdb
O22436,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O22436.pdb
O07345,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O07345.pdb
Q93SW0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q93SW0.pdb
O33836,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O33836.pdb
P13212,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P13212.pdb
P07902,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P07902.pdb
P09580,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P09580.pdb
Q9VMA2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9VMA2.pdb
Q96361,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q96361.pdb
P26990,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P26990.pdb
Q94231,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q94231.pdb
Q2KI07,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q2KI07.pdb
Q9H628,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9H628.pdb
Q6ZEM6,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q6ZEM6.pdb
P08692,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P08692.pdb
P0CF87,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P0CF87.pdb
P63621,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P63621.pdb
P44589,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P44589.pdb
Q336M7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q336M7.pdb
Q7F1X5,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q7F1X5.pdb
A0A2H5AIY4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A0A2H5AIY4.pdb
Q8RU95,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8RU95.pdb
Q10S72,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q10S72.pdb
O26663,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O26663.pdb
P53598,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P53598.pdb
O28098,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O28098.pdb
Q58643,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q58643.pdb
O67547,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O67547.pdb
A1CND4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A1CND4.pdb
Q2TYT2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q2TYT2.pdb
P45704,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P45704.pdb
Q9ZFM2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9ZFM2.pdb
A1CCL9,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A1CCL9.pdb
P07955,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P07955.pdb
P11559,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P11559.pdb
Q58252,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q58252.pdb
P11560,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P11560.pdb
P12971,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P12971.pdb
B3EEJ7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B3EEJ7.pdb
Q30YP7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q30YP7.pdb
A9BJ15,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A9BJ15.pdb
P30770,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P30770.pdb
A1VEI5,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A1VEI5.pdb
Q0T1X7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q0T1X7.pdb
Q7N4V5,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q7N4V5.pdb
P37337,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P37337.pdb
X5CY81,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\X5CY81.pdb
Q51973,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q51973.pdb
A4QDU2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A4QDU2.pdb
C0ZXQ0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\C0ZXQ0.pdb
A5FSN4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A5FSN4.pdb
A9WH99,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A9WH99.pdb
B0CAI3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B0CAI3.pdb
B0JMT8,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B0JMT8.pdb
B8HVB6,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B8HVB6.pdb
B2S0W8,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B2S0W8.pdb
O05278,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O05278.pdb
Q1J2C9,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q1J2C9.pdb
Q15R61,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q15R61.pdb
B9L5W5,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B9L5W5.pdb
B5FAX9,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B5FAX9.pdb
A8F8T5,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A8F8T5.pdb
Q9FDL4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9FDL4.pdb
P23904,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P23904.pdb
P45798,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P45798.pdb
P37073,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P37073.pdb
O14412,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O14412.pdb
P17989,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P17989.pdb
P14892,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P14892.pdb
O05213,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O05213.pdb
P82974,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P82974.pdb
Q2YVT4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q2YVT4.pdb
P44624,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P44624.pdb
A0Q1A0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A0Q1A0.pdb
B6ER81,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B6ER81.pdb
B9LS20,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B9LS20.pdb
Q8K937,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8K937.pdb
C4L2Y4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\C4L2Y4.pdb
P27354,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P27354.pdb
P18798,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P18798.pdb
Q53563,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q53563.pdb
P22868,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P22868.pdb
P22869,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P22869.pdb
P39104,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P39104.pdb
E9Q3L2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\E9Q3L2.pdb
Q49GP3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q49GP3.pdb
Q8SQY7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8SQY7.pdb
Q9UW20,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9UW20.pdb
O32864,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O32864.pdb
P80653,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P80653.pdb
Q58261,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q58261.pdb
Q6LWZ3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q6LWZ3.pdb
P80651,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P80651.pdb
Q9KJX5,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9KJX5.pdb
K4LAH1,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\K4LAH1.pdb
A1YYW7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A1YYW7.pdb
P35482,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P35482.pdb
Q05205,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q05205.pdb
Q97K22,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q97K22.pdb
Q7VM70,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q7VM70.pdb
Q4JW20,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q4JW20.pdb
Q8D308,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8D308.pdb
Q65G95,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q65G95.pdb
P19595,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P19595.pdb
P38709,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P38709.pdb
Q59KI0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q59KI0.pdb
Q16851,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q16851.pdb
P08800,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P08800.pdb
Q19821,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q19821.pdb
P44783,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P44783.pdb
P53259,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P53259.pdb
Q9H300,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9H300.pdb
Q2NQH3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q2NQH3.pdb
P60809,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P60809.pdb
O13629,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O13629.pdb
Q9Y9E6,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9Y9E6.pdb
Q9HKT1,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9HKT1.pdb
P75394,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P75394.pdb
Q9ZBM2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9ZBM2.pdb
Q58609,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q58609.pdb
F4HXY7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\F4HXY7.pdb
O94584,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O94584.pdb
P39823,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P39823.pdb
P34763,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P34763.pdb
Q6C7G2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q6C7G2.pdb
Q553B6,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q553B6.pdb
Q8ILW6,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8ILW6.pdb
Q75EK2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q75EK2.pdb
C5BU64,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\C5BU64.pdb
Q5WLY2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q5WLY2.pdb
Q9Z8R5,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9Z8R5.pdb
A5EXE3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A5EXE3.pdb
O84191,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O84191.pdb
Q60341,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q60341.pdb
Q00393,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q00393.pdb
P19499,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P19499.pdb
P80490,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P80490.pdb
P80491,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P80491.pdb
Q50973,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q50973.pdb
O35025,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O35025.pdb
P11405,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P11405.pdb
P50183,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P50183.pdb
P50191,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P50191.pdb
B8MXP5,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B8MXP5.pdb
Q8GXT2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8GXT2.pdb
Q7EXZ4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q7EXZ4.pdb
B3H5Q1,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B3H5Q1.pdb
O64882,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O64882.pdb
O32231,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O32231.pdb
Q9CH00,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9CH00.pdb
Q9WZI1,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9WZI1.pdb
A5UFG3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A5UFG3.pdb
A1SWZ6,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A1SWZ6.pdb
P00860,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P00860.pdb
P08432,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P08432.pdb
Q8S3N2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8S3N2.pdb
P27116,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P27116.pdb
P27121,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P27121.pdb
Q1IY56,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q1IY56.pdb
A9IU29,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A9IU29.pdb
Q0APM5,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q0APM5.pdb
Q1GTB8,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q1GTB8.pdb
Q2S2F5,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q2S2F5.pdb
Q08930,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q08930.pdb
Q5M8L0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q5M8L0.pdb
Q6GQQ9,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q6GQQ9.pdb
Q8GWE1,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8GWE1.pdb
A8XDJ2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A8XDJ2.pdb
C0ZZ46,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\C0ZZ46.pdb
Q0VRJ9,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q0VRJ9.pdb
Q11T17,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q11T17.pdb
B5YFL3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B5YFL3.pdb
Q5FQC6,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q5FQC6.pdb
O30444,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O30444.pdb
Q67LD9,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q67LD9.pdb
Q8FQQ3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8FQQ3.pdb
A1KRR2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A1KRR2.pdb
Q53WG6,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q53WG6.pdb
Q9XBL1,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9XBL1.pdb
P57098,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P57098.pdb
P42100,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P42100.pdb
Q9VQC4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9VQC4.pdb
P77364,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P77364.pdb
Q54TC9,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q54TC9.pdb
P49191,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P49191.pdb
Q1HRV8,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q1HRV8.pdb
Q54CJ4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q54CJ4.pdb
Q555E8,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q555E8.pdb
E9DFH0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\E9DFH0.pdb
B2UQG6,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B2UQG6.pdb
Q8WSF3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8WSF3.pdb
B2UP57,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B2UP57.pdb
Q04786,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q04786.pdb
Q12036,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q12036.pdb
O33336,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O33336.pdb
B1AJ32,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B1AJ32.pdb
Q9ZB79,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9ZB79.pdb
A1YCA5,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A1YCA5.pdb
P12555,train,no_entry,
P32277,train,no_entry,
P30007,train,no_entry,
Q94IC4,train,no_entry,
P61154,train,no_entry,
Q9L3Q5,train,no_entry,
Q0DXS3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q0DXS3.pdb
P25736,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P25736.pdb
Q9I733,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9I733.pdb
P57487,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P57487.pdb
P26295,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P26295.pdb
Q89AD7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q89AD7.pdb
Q0J8G4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q0J8G4.pdb
P26420,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P26420.pdb
P40713,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P40713.pdb
Q9LNE4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9LNE4.pdb
P27696,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P27696.pdb
P22824,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P22824.pdb
Q89AP7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q89AP7.pdb
Q7U5G1,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q7U5G1.pdb
P08142,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P08142.pdb
P42463,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P42463.pdb
O58489,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O58489.pdb
Q82DR2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q82DR2.pdb
Q9X0Y2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9X0Y2.pdb
P14909,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P14909.pdb
P85101,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P85101.pdb
